Movie_id	Reviewer_id	Reviewer_rating	Review_date	Review_text
2109248	elendil-32558	7	20180301	Admittably, the Transformers Franchise got worse with every movie since its really interesting first one. But Age of Extinction has to be seen as a reset of the universe. It got rid of most of the really cringy and annoying assets like Sam and some of the annoying perverted Transformers. It doesn't try to be very deep and interesting, the plot is simple and easy, a bit too long, yes, but at no point I got annoyed by the story. Most of the characters, especially the autobots have destinct roles, they don't have to be introduced, they're part of the team and do their job. Gelvatron has a really nice plottwist and some scenes are decently funny. The whole movie has some Logan vibes to it, of course without very deep conflict and not near as much emotion.
0477347	keithclock	7	20061219	I think it's really annoying when I read reviews on here of a kids movie and someone tears it apart. Do these people expect to see Oscar award winning performances and production? As for this film, I thought it was really cute. It's perfect for a kid's imagination. I saw the movie at a pre-screening and every kid afterwards was smiling and excitedly talking about the movie. Sure there are some dumb jokes, etc., but overall the movie was great. It was especially cool to see Dick Van Dyke and Mickey Rooney working together.
1078912	fanofbatman-1	6	20090526	Night at the Museum: Battle of the Smithsonian is the second film in the Night at the Museum series. While it isn't much different than the first film I have to say it isn't quite as good. Ben Stiller was pretty good but I don't think anybody else really stuck out. One thing I that disappointed by was the lack of screen time for Steve Coogan and Owen Wilson, or Octavius and Jedediah. In the first movie, they stole the show. But in this movie, they are underused like most of the others in the cast. Night at the Museum 2 has its funny parts, but seems to lack the charm and fun of the first movie. It's a worthy sequel that meets the standards of the first movie, but doesn't exceed them. You might want to wait for it's DVD/Blu-Ray release, but seeing in theaters is good too. Thanks for reading this review.
0111257	snickerssjo	10	20000829	Keanu Reeves forever changed the movie hero
0120768	Shaf-2	9	19980808	Strong, Intelligent movie-making
0258463	Sleel	8	20030317	Hooray for decent, more realistic spy films!
0360486	kevinspaceysgrl	9	20050220	See it! You won't be sorry!
0387564	lizabeth666	9	20041210	Well made horror/thriller, two thumbs up
1254468	vikascoder	7	20131004	Great Visuals, Weak Script overall
1457767	thejoshl	9	20130717	With virtually no sex, no gore and no cursing The Conjuring earns its R-rating on scares alone.
1959563	allstarrunner	9	20170809	Reynolds and Jackson were born for this moment
2290840	moviexclusive	9	20130407	Buoyed by Lee Byung Hun's finest performance to date, this period drama with humour, poignancy and heart is one of the finest Korean movies in a long while
2911666	trublu215	9	20141020	The coolest action film you'll see all year
0096283	jmjolnir	9	20031125	A kids movie?
0097165	jchckid	10	20010319	this movie is the greatest movie, with excellent cinematic techniques.
0120461	SwingBatta	6	20020206	The script is the real natural disaster in Volcano
0309698	ma-cortes	7	20040921	It's a good film full of suspense , thrills , intrigue and lots of killings
0454876	damh_frikinlater	10	20121121	Probably the Most Complete Film of the Year
1014759	visforhendrix23	4	20100302	Alice in Blunderland
1440129	Pozzible_Movie_Critic	8	20120321	Definition of a guilty pleasure
1706620	katycrit	8	20150804	It's commentary, not plot holes.
5034276	mcdaid	8	20160402	Decent thriller covering similar territory to Frequency
2084970	fruitbat00	10	20141016	Compelling and Enthralling from start to finish.
1242460	stamper	9	20111027	A fantastic film by a great director
2674426	DarkVulcan29	10	20160610	Claflin and Clarke where to perfect
1148204	yfguitarist	9	20090722	Remarkably well-acted, darkly humorous, and effectively disturbing
7668870	ymyuseda	8	20180926	Excellent Actor And Actrees In This Film
6472976	emilymarshmallows	8	20190319	I have CF - here's my opinion
1179904	IAN-Cinemaniac	8	20091026	A Reminder Why We Love Horror
0167404	kylopod	10	20051231	An appropriate spoiler-free review
6788942	yoggwork	8	20190218	what a teenagers movie should be
0396171	Naurya	8	20060913	The critics are wrong - Brilliant!
1588170	kluseba	9	20110613	A perfect tale of revenge
0338013	samuellewis48	10	20040506	A warm hearted original love story
0398286	dylanhook	10	20120821	Definitely one of the best animated films I've seen...a guy's review
1022603	slowcloud	9	20090623	A love story deftly built on unrequited love.
1605783	klassepige	8	20110520	You can do some thinking while laughing!
1670345	pinkled5	6	20130607	Watchable but lacks depth & substance
1980929	phd_travel	8	20140703	Keira can sing! Nice feel good movie about music making today
2096673	Aang1	10	20150710	Amazing movie- Those who bash it because it is not a kid's movie, please stop
2194499	roger-pettit1	10	20130823	One of the very best films I have ever seen
2980516	PatientWolf	9	20140908	The Theory of Everything - While there is life, there is hope.
3079380	vsd324	8	20170807	A comedic American version of a James Bond movie.
0077936	mikebull	10	20050908	My favorite movie
0116477	tbone_4ever	10	20050205	Brilliant version
0317705	Quinoa1984	10	20041105	My favorite film from Pixar in over five years- Bird and company produce a triumph of a family film
0892769	axel_foley	9	20100315	this is why you go to the movies
1485796	excalibur107	7	20180910	A Birthday Surprise
1646971	luke-salewski	9	20140611	Worthy of the Hopes and Expectations You Are Afraid to Carry into the Theater
2015381	BrentHankins	9	20140730	A sprawling space opera full of humor and action.
2386490	patrickk_lunt	9	20190212	The perfect ending to a solid series
3606756	trw_98462	8	20180622	A Simply Super Movie
3896198	BiiivAL	8	20180605	Family cosmagogue
1099212	carbonfiller	2	20090528	not for my age group
1392170	aryassen	3	20120323	How can this be a cult movie?
1638002	YJLcool	7	20141111	A heartfelt, sincere romantic drama comedy film
2935510	costin2004	6	20190919	How the screenplay can ruin a movie
4477536	kofila	1	20180218	Fifty Shades Bored to Death
0075148	TheSixthChild	10	20031228	His whole life was a million-to-one shot
0032976	Infofreak	10	20050305	What Atmospheric Gothic-horror Should Be.
0052618	CubsandCulture	10	20181104	Human Drama, Grand Spectacle, Moving Divinity
0091763	Vogue189	10	20010721	One of Oliver Stone's best films
0385752	JerusalemFace	6	20071206	Entertaining, but missed opportunity
1375666	clipturnity	9	20100822	Matrix but in dreamworld? Nah. 
1409024	billygoat1071	7	20120526	Bigger Imaginations 
1588398	skydancers	8	20111106	Better than I'd been led to believe. 
1661199	happipuppi13	10	20170422	Cinderella 2015/2016 : Another Wonderful World from Disney 
3521164	snperera	9	20170208	what a delight! 
4777008	ymyuseda	7	20191017	Good But Not Amazing
1477834	shopping-277-112148	6	20181217	Is it just me? 
4972582	arniecage	8	20180702	James McAvoy Carries This Film 
6450804	ericck90	3	20191103	We did this 
7286456	JF500	10	20190910	As a viewer that actually went to TIFF and witnessed this film and didn't want to believe the hype, it is an absolute MASTERPIECE and Phoenix is a certified legend. 
816692	pipoulefr	10	20141105	Nolan's masterpiece, one of the best sci-fi movie
0332452	ja0576	9	20121118	It's just a movie
0371746	sacflyzone	10	20080423	Delivers Intelligence & Great Acting with its Fun
0416449	gus495	8	20070331	A two-sided piece of art
0468571	manuel_de_dios	10	20080707	Best movie of 2008 hands down!
0480251	Electrified_Voltage	8	20081107	Has its share of thrills and poignancy
0489101	 k-dhesi	9	20090509	Jumper not the one to Amaze..........But the one to Entertain!
0780523	newkidontheblock	9	20100103	By Jove...it's actually GOOD!
10349550	?vjenee	1	20190821	Worst acting ever
1187043	?lanacastillo49	8	20110301	more than just a laugh...taught me great life lessons as well
0029583	travisimo	10	20040114	A Movie Milestone
0034492	Smells_Like_Cheese	8	20040921	A Disney film with a lot of heart
0048280	moonspinner55	7	20020602	Simple and often lovely
0088247	baumer	10	19990715	Nice night for a walk.
5606664	johnnyutah31	9	20190831	Perfect Balance
0097757	BigAir	10	19981217	This is my favourite movie of all time...
0119654	Chromium_5	8	20041211	Smart, funny spoof that is impossible not to like!
0120762	chrisbrown6453	8	20020617	Disney comes through with yet another animated masterpiece, and this one goes by the name Mulan.
0120912	Fletch06	6	20060427	Not As bad as I was told
0123755	mjw2305	8	20050119	Low Budget, Does not have to equal Low Quality 
0099674	tazamaster	10	20041211	It really isn't that bad..
0102926	Sargebri	10	20030712	A Grand Thriller
0105236	ElMaruecan82	10	20110509	These 'Dogs' bark a lot, but they bite, too 
0105323	billion_mucks	10	20071126	Old Men Won't Cry- Scent of A Woman
0118971	v_haritha_in	7	20140911	I saw the Devil!
0120689	KathyT	10	19991215	As wonderful as the book!
0169547	Antithesys	10	20000909	Beautiful...so beautiful
0361748	sssalem	1	20091023	Very disappointing
0362227	triple8	10	20040705	Hanks and Spielberg do it again-another winner!
0372183	gravfire	7	20050213	Excellent movie with a disappointing touch
0378194	abacus24	10	20060705	A Tarantino Masterpiece
0385887	kjproulx	8	20190911	A Calm, Engaging Mystery
0993846	BrentHankins	9	20131224	DiCaprio gives the best performance of his career.
1010048	sambitprem	4	20090127	unrealistic & over-rated
1504320	Samiam3	8	20101210	The King says a mouthful
1663202	yongfilmcritic	10	20190117	A milestone in cinematography.
1853728	hugo_gamboa	10	20121225	Holy Sh*t!
3460252	realtab	7	20151231	Don't believe the 1's and 2's or the 9's and 10's
4425200	akramabuzait	10	20170209	It's a blood oath and bloodbath,oh it's bloody alright
7131622	carlvan1977	10	20190727	Not for everyone
0021749	Quinoa1984	10	20040912	Lady and the Tramp, before animation and at the start of talkies- one of the most wonderful films ever conceived and executed
0117060	benturkalj	8	20060518	Very clever thriller
0120755	Rockford_6	6	20080904	Good action, but bad plot
0317919	jb_campo	7	20140728	Fast-paced action thriller
0332280	filmnoir500	10	20050210	Beautiful
1074638	ChiSox3514	8	201201223	Back on the Bond Bandwagon
1229238	ccthemovieman-1	10	20120615	Excellent: The MI Series Still Going Strong
2381249	Prashast_Singh	10	20181027	A solid entry in the MI series; a stunning action movie.
3183660	hcarljohan	7	20161116	I liked it
4912910	cufiviy	10	20180716	A terrific movie from the great and handsome Tom Cruise.
0441773	the-movie-guy	8	20080606	Cute animated comedy that inspires lessons in life
1302011	neji107	9	20110522	Packs twice the punch, in every way!
2267968	coreyjdenford	8	20160311	Dragon Warrior Rising
0875025	poikkeus	8	20070228	Thrilling entertainment risk
1343092	copyright908	9	20130514	Nothing exceeds like excess
1156398	jaypugh	9	20090921	Brilliantly crafted with laughs from beginning to end
1560220	masonsaul	8	20191019	Great sequel
2250912	acekaiba	10	20170707	Spider-Man's Legacy
2527336	alibazargan 	2	20180404	Garbage
0083866	Catherine_Grace_Zeh	10	20051221	Very touching movie about a special friendship for all ages that will warm your heart and make you cry
0458339	AI_The Strange	8	20110808	A weak man knows the value of strength.
0848228	ivo-cobra8	10	20170702	Bad-ass descent-amazing superhero MCU action flick defenders of the earth my favorite
2395427	ivo-cobra8	10	20160508	Avengers: Age of Ultron is a damn good Superhero flick, excellent sequel!
4154756	shawneofthedead	10	20180425	This movie will blow your mind and break your heart - and make you desperate to go back for more. Brave, brilliant and better than it has any right to be.
4154796	ahmetkozan	10	20190425	The End of an Era!
1228705	BwSwim	8	20100510	Iron Man 2 is Totally Worth it.
1300854	ivo-cobra8	9	20151022	A Big improvement over Iron Man 2 : Defending an Underrated Marvel third entry!
1431045	moviewizguy	8	20160215	This is what it looks like when filmmakers take risks
5463162	DeadMansTrousers	7	20190123	Honest review of all 3 versions
2361509	grantss	7	20160819	Sweet, sensitive, thoughtful movie - so much better than I expected
0031381	bkoganbing	10	20061021	Scarlett's So High Spirited And Vivacious
0117509	Acetylcholine	10	19990517	Shakespeare Worthy
0120855	The_Light_Triton	9	20150624	The final movie in the Disney renaissance
0382932	stalcup	10	20070617	Incredible
0910970	DrWetter	10	20080608	Pixar does it again!
1772341	FairlyAnonymous	9	20121103	A lot better than expected, and made for gamers
1979388	MrGenre	7	20160618	A Fun Movie, Even If It's Not Pixar's Best
4429160	molinagrn	8	20191027	A pretty good parody fairy tale twist movie.
6105098	menzoderks	1	20190721	No soul.
6751668	mysticfall	10	20191018	For those who didn't like the movie because of its second half
0073486	Quinoa1984	10	20000415	Best film of its era
0076759	davidsarah	10	20041212	The film that changed the world
0080684	Spleen	10	19991026	It's NOT the darkest of the trilogy - it's the most mature
0099685	gogoschka-1	10	20131217	In one word: perfection
0109830	thomas-hardcastle-2	10	20070514	In my opinion, no film has touched me more than this one
0114369	winner55	9	20071014	one of the best-made films of its era and genre
0120737	NRGWasp	10	20020502	An absolutely incredible film!
0120815	ToldYaSo	9	19990816	War is hell, and Saving Private Ryan peeks into the gates of Hades
0133093	mambubkid	10	20000919	The benchmark for all sci-fi films to come
0167261	calcat91355	9	20060305	Magnificent epic
0167260	eviltimmy	10	20031220	Five out of five decapitated orcs
0137523	buk-3	10	19991015	A unique film
0111161	carflo	10	20031126	Tied for the best movie I have ever seen
0110912	kylopod	10	20051117	The masterpiece without a message
0108052	ving13	9	19980805	Excellent - Spielberg's Best
0078748	BroadswordCallinDannyBoy	10	20040415	Classic tale of terror
0071562	OriginalMovieBuff21	10	20040912	One of the greatest sequels ever made
0068646	mattrochman	10	20061014	Initially, I wasn't a fan... but then I realised
0060196	steven-f-freeman	10	20071226	Primal honesty and morality
0050083	Smells_Like_Cheese	10	20061229	Terrific drama with some of the greatest actors in cinematic history
1798709	enginozdil	10	20180417	Another movie that i say i should've watched before. Intense romantic drama.
0803096	randywwe412	10	20160519	A great Fantasy flick
2094766	JanskiT	5	20170114	It isn't so bad as it could be.
5884052	beyondj	8	20190507	Critics p*** off!!
1677720	ArchStanton1862	9	20180320	An Instant Classic
2369135	BrentHankins?	7	20140312	silly and predictable, but plenty of fun.
1727824	chas_newport?	9	20181025	You go to be entertained, but find yourself moved.
9764654	Jiseong Kim	4	20190306	Run the Whole Course with Big hole.
0406661	antal-wahlers	3	20050114	Waste of my time
3306854	Timotei?	3.5	20160416	It's a bit too long, the pacing is awkward, some of the scene transitions are jarring, most of the new characters are irrelevant, the final performance had a lot of noticeable drops in animation quality, and it felt like it failed in its attempt to properly balance fan service and character drama. This movie has a lot of problems.
0071853	Manthorpe 	10	20040216	They could grab it by the husk..... 
0071853	james_gb	1	20030106	Doesn't Stand the Test of Time 
0071853	lambiepie-2	10	20030418	The King of Comedies! 
0071853	marac-1	10	20041128	Wonderful movie!  
0081505	yancyscott1	9	20070409	timeless terror 
0081505	FlickJunkie	9	20010724	Amazing achievement in filmmaking and the art of terror. 
0081505	Smells_Like_Cheese	10	20031123	One of my favorite films 
0081505	Anonymous_Maxine	10	20010402	The greatest horror movie of all time. 
0101675	gridoon	4	20030101	Inept sci-fi. 
0101675	Coventry	4	20100712	Alright people, we have two days to make this movie so let's hurry! 
0101675	Aaron1375	3	20101122	Dead Space aka the Forbidden World remake. 
0101675	the_northlander	1	20001007	Possibly the worst movie ever
0462499	ivo-cobra8	10	20180102	Essential action film best Rambo film in the action genre my second personal favorite 
0462499	chrisalsop1213	9	20080125	Pure action!! Solid Movie. 
0462499	Norse_Sage	7	20080122	Rambo is back and better than ever! 
0462499	mknez	10	20080125	Return of the action movie as we know it
1206885	kobrasec	10	20190920	If you're a John Rambo fan you'll love it 
1206885	ymyuseda	9	20190918	Stallone Has Truly Done It Again 
1206885	stewartwoods-23908	10	20190920	Don't listen to the critics, this movie is gold. 
1206885	bbraddock-49896	10	20190920	Stallone really knows how to rip your heart out 
1663662	alr126	7	20131127	Cliche'd, but entertaining 
1663662	drummer303	7	20131110	It's certainly not clever, but it is fun. 
1663662	land-840-861366	7	20131127	Not bad, not great 
1663662	ersinkdotcom	2	20130717	Pacific Rim looks great but lacks everything else a movie needs to be good 
2557478	peterp-450-298716	3	20180817	I should stick to my plan not to watch sequels anymore. 
2557478	patrickgebhard	2	20190226	A MONDAY EVENING I WILL NEVER GET BACK 
2557478	qqh-57167	3	20181020	I Suppose There Isn't Much Room To Criticize This Film 
2557478	Permalink	2	20181203	A Japanese tale, Japanese fantasy, Japanese lore, Japanese imagination... 
3448226	Deadiron29	7	20140830	It's all about the message 
3448226	alkalinetrio1010-108-844328	8	20140922	I know what you're thinking... 
3448226	erniecolorado1	7	20140827	bold and thought provoking 
3448226	Occult_Detective	9	20140820	I really enjoyed it. 
4146622	Mack Lambert	2	20161014	Self-aggrandizing, patting one's self on the back... 
4146622	hollybellet	4	20170108	Could have been better. 
4146622	wfrazierusa	1	20161006	Awful, 99 minutes of agony 
4146622	jimkirk-1	1	20180610	Don't waste your time 
8328716	jamiedee-45573	1	20191001	By far worse then the rock doom. 
8328716	backup-50362	1	20191001	We made a generic STROOOONG WHAMAAAAAAAAAN 
8328716	TwistedContent	2	20191001	Cheap, Flat, Ridden With Cliches & Disrespectful of the Source Material 
8328716	Darkfyre_rn	2	20191003	Diarrhea Masterpiece 
4651520	54987449	2	20160801	Absolutely awful. 
0247638	0650255	6	20020713	Typically Disney  
6663582	5921267	7	20190119	Funny, Relatable, Not To Be Taken Too Seriously 
5164214	23240045	6	20180608	Disappointing When Comparing The Previous Films 
6095472	106590572	10	20190813	Best Comedy & Family movie. 
0817177	8766134	8	20101128	A simple, classic, heartwarming story 
0381061	5935953	8	20061108	One of the best Bond movies in years 
1216496	21829222	8	20090803	A slow burning thriller that rewards the viewer 
1935859	70317264	4	20161212	An amazing visual experience lacking good plot and storytelling 
0121164	5951946	9	20051001	The Corpse Bride Is To Die For 
0384537	10279905	9	20060420	Finally, a good, accurate game/film crossover. 
1211837	53150945	8	20170405	Superb Visuals Accompanied by a Solid Script 
0091064	1142410	10	20030716	Better than the original and one of the best horror films ever made 
3498820	15140057	10	20170702	I don't understand the hate a descent awesome MCU super action superhero - Captain America is the king 
3967856	33939154	10	20170629	Okja, a whole new look on livestock 
0351283	1090950	8	20050529	Madagascar - a great ride! 
0479952	1965782	8	20081025	You Got To Move It, Move It! 
1277953	2625007	7	20120609	Best one yet! 
0814255	2206295	1	20100212	hris Columbus should be ashamed!!!! 
1854564	2848075	4	20130809	A Complete Embarrassment 
1220719	1990395	8	20081214	Powerhouse performance by Donnie Yen 
0317219	1389490	8	20060609	It's kind of nice to slow down every once in a while.
2888046	3379319	10	20151223	Ip Man 3 is a touching ending to the Ip Man Trilogy, a movie with more depth than the previous two 
4481414	3828595	10	20171010	Should Be Better Known 
2239822	4060500	7	20180212	Wrong actors in a otherwise good movie 
2510894	3324615	10	20150927	Surprised that this film is great indeed for kids and adults too. 
0837562	2680414	8	20120928	Let the child in you enjoy this adventure 
5220122	4239272	10	20180715	Fun for whole family
0448157	0448157	7	20080701	Not your typical superhero movie, but still good
0266543	1194203	9	20051015	Pixar's best feature to date
0092067	DarkEye	10	20000724	You need a 20 out of 10 ratings to rate Miyazaki's films
6966692	mhope-91601	10	20181124	A (mostly) true story of two men of completely different backgrounds overcoming their own prejudices and the stifling racism of the Deep South of the early 1960s.
1474276	dee.reid	10	20110823	The film is a dazzling display of vibrant, pretty colors, computer-generated backgrounds/scenery, and lively three-dimensional characters.?
1063669	sesmallz	8	20080225	Die Welle (The Wave) is truly a brilliant tale that lures viewers into its cleverly developed plot just as Wenger lures his unsuspecting students into a sense of fascism.
0434409	paxatron	10	20060308	With solid acting, great action, and fantastic technical wizardry, it sounds just like another Matrix-style ripoff. But the biggest difference in V is that it is a story of real ideas - not a fantastic, science fiction creation, but a genuine examination of the human condition.
0367594	thurberdrawing	8	20050718	If Tim Burton's out there I just want to thank him for bringing the spirit of the book's original illustrations to the screen.
0325980	eak-1	10	20051127	This is not just another entry in the summer blockbust sweepstakes. It is an exquisite work of fantasy and inventiveness, a true classic, on the order of The Wizard of Oz.
0180093	Brian Scott Mednick	9	20010212	You will not so much as want to take a sip of wine after watching this mesmerizing film about the horrors of drug addiction.
0120382	Mark1988	10	20070409	It has comedy, drama, strong character development, atmosphere, originality, superb visuals, a superb score, tight writing, raises interesting moral questions as well as providing insight into the human condition.
0119217	Gath	10	19990223	If you've not seen it, Good Will Hunting is without doubt a renter, and I think after seeing it, it's one you'll want to own to watch again and again.
1637725	JeffTheBadger	8	20120703	I really should start this with a warning: This film is not for everyone! If you are easily offended (by swearing, sexual references, casual racism and various stereotypes) then you should read no further and give this one a miss. However, if you are a fan of Seth MacFarlane's other projects (Family Guy, American Dad) and maybe you call yourself an 80's child (so many pop culture references to this time) you are going to love this.
2283336	yeolit	8	20190727	I watched almost all if not all of the past instalments, feels pretty M.I.B-ish to me, though at some points it was kind of cliched.
2322441	gangstah_vino	1	20150210	I don't want to spoil a lot, so ill just give ratings with a brief description on certain elements of this so-called film.
3659388	Sleepin_Dragon	8	20151018	If you've ever wondered if Tom Hanks went even further adrift in Castaway then this could be the answer you're looking for.
5093026	jrbond-57624	5	20181028	This isn't a bad remake, but McQueen and Hoffman deliver such amazing performances in the original film, this film was always going to find that impossible to get close to. Whilst it's a reasonable stand-alone film and not a bad movie, you just find yourself comparing it to the original at every turn.
0114924	bks-508-290401	10	20160208	If you want a gentle, unbelievably romantic film to watch on a cold evening, this is the one for you.
0120616	BaronBl00d	8	20031007	The Mummy is an adventurous yarn in the vein of Indiana Jones. It's a lot of fun, very charming, and never tries to be more than what it is.
0268978	ccthemovieman-1	9	20060201	The more I watch Russell Crowe, the more I am becoming a big fan of his acting talent. Here again, he demonstrates his skills in a role that had me spellbound. Of course, mentally-ill people are usually fascinating. Look how popular the cable television show Monk has become.
0366174	CuriosityKilledShawn	6	20060930	The snakes themselves look okay, nothing special. Little keeps them hidden for as long as possible, only offering brief glimpses here and there. A snake is an awkward looking villain, so keeping it hidden is probably wiser. There is also, thank heavens, no dodgy animatronics.
0427944	bitcetc	8	20060324	You'll need to inhale, then exhale slowly and relax before plunging into the world of Nick Naylor (Aaron Eckhart), lobbyist and bag man for the Tobacco Industry. The laughs are some of the best abdominal exercise I've ever had at the movies. Thank You for Smoking is far and away the best satire to come out of Hollywood in years.
0077651	baumer	10	19990728	The personification of fear
0107120	clay-8	9	19991009	I don't what the critics were talking about, but I found Hocus Pocus to be extreme fun, from start to finish. The use of color and the sets is all magical, giving the movie a strange fairy-tale feel. I also found it to be very funny with great special-effects. The movie's just plain fun. The three witches, thankfully, aren't flat and dull. This movie is scary without being profane (ala Mighty Joe Young) or super duper frightening. A great film that's much better than most Disney live-action films today.
1302006	gary-simm	9	20191014	I was worried about the length of the film before i attended the screening, but i can honestly say, i was gripped all the way through, De Niro back to his best, Pesci was fantastic, Pacino was electric, Keitel was menacing & Stephen Graham held his own amongst this legendary cast. A return to this world that Scorsese has mastered with some of his best films & this film sits right up there right next to them. Get comfy & enjoy the great story telling ability of these masters at work.
4068576	KensaoLightbringer	7	20190730	This revenge film is not for everyone, to say the least. The story is great, but the movie is extremely violent. The first 30 minutes of the film are hard to see, and for a lot of people, even hard to tolerate. One could argue that the director needed all this violence to properly portray the abuse against women that occurred at that time. A powerful experience, from which we do not emerge unscathed
5294518	mmundoiii	6	20191019	This was not a bad movie at all and some of the negative reviews on here are way off mark. It's not a scary movie, in my opinion, (unless you scare easily) but it is interetsting and entertaining. I like twists and this one had a decent one. If you like TV Shows like Supernatural or others like it then you will probably enjoy this movie.
6139732	kmylonopoulos33	3	20190807	Its a musical not a film it could have been much bettet, its only for kids
0409459	A_different_Drummer	10	20130912	I have a serious problem with this film. I have seen it a half-dozen times, taken it apart, put it back together, tried to find something wrong with it and I cannot. I am coming to the reluctant conclusion it may be one of the greatest films ever made, likely a top-10, right up there with Citizen Kane, Alien, Godfather, you know the drill. The story is dazzling, action-packed, politically aware, and brilliant. As good or better than Sin City. The actors, many of whom (sigh) I am not familiar with are brilliant. Jackie Earle Haley practically picks the film up bodily and carries it. The direction is not merely good it is perfect. Even the sound track seems to move the story along. (And I am no fan of Zack Synder outside of this film. MAN OF STEEL was a sellout to the action crowd, creating chaos out of order. Ditto Sucker Punch). But art is like that. Sometimes it surprises you. Many critics have said that Social Network is the new Citizen Kane. But they confabulate. This film could actually be.
8079248	oshanda	6	20190701	The original premise of the movie was fantastic - only one man knows that The Beatles ever existed and brings their music to the world. It could have been really really great. Unfortunately the idea was under developed, it felt as if the film's makers weren't quite sure what to do with it.  It ended up being nice and sweet when it could have been brilliant.
8772262	rivertam26	6	20190703	Gorgeous visuals, creative cinematography and solid performances but the movie feels long winded and disconnected. The characters are underdeveloped and the plot is a little all over the place. The movie does however manage to be intentionally funny at times but not scary or very disturbing.
6924650	rgregsheppard	8	20191205	A bit Hollywood but a good movie. Much better than the embarrassment of the movie Pearl Harbor.
0079501	cliffhan	7.0 	19981109 	It looks like Mel but doesn't sound like Mel!
0082694	ivo-cobra8	10.0 	20151003 	Mad Max 2: The Road Warrior is the best classic epic Post-Apocalyptic Action Science Fiction film in the Mad Max Franchise.
0089530	slayer-3	6.0 	19981230 	Please don't waste your time & $$$.
1392190	ivo-cobra8	10.0 	20151003 	Finally yes Finally I have seen a good Action Film from 2015. Mad Max: Fury Road is the finest blockbuster of 2015!
0454945	cdelacroix1	8.0 	20060318 	Wonderful entertainment from beginning to end ... check it out!
1703199	nephythys	8.0 	20110831 	If you have to nit-pick a movie to death you have way too much time on your hands.....HAVE FUN!
0117731	ashley-120	10.0 	20050223 	First Contact is one film I enjoy watching again & again. The flight of the Phoenix is one scene I totally love, along with the end scenes.
0111282	kersus	8.0 	20050518 	What grabbed me about this movie was the potential it had. There was just so much that could be done with this dynamite idea.
0212720	Movie-12	9.0 	20010802 	One of the year's best films -- thought-provoking and deeply moving.
0437086	na_icecream	9.0 	20190205 	I really love this movie. The storyline is really great. Exciting from start to finish.
0348568	lu_morning	10.0 	20040306 	This is a beautiful picturesque movie about first love, a touching tale about love, sacrifice, and friendship crossing two generations.
0468704	keal	10.0 	20061019 	lone, I'd say the Korean version is a nice love story that I'd watch once in awhile.
0870967	polsixe	6.0 	20080117 	All in all, a straightforward message movie, well played.
1233461	mrwickedproductions	8.0 	20130704 	I highly recommend giving it a watch, especially if you're a fan of Korean dramas.
4273886	heniekb	9.0 	20181221 	Simply because we get used to the sound of his voice so we get at least one chance to be familiar with the protagonist. 
2592808	KineticSeoul	4.0 	20130414 	I tried to like this one but it just got way too sappy, melodramatic, and just so darn predictable.
5586914	peamapeam	7.0 	20160615 	This film is about a girl that have 10 years relationship with her boyfriend. And one day she met a strange guy on train and she was asked to one night stand with him.
3694790	MartinHafer	6.0 	20140428 	Not a bad film at all but not one that without problems.
0940642	kojisuzuki	8.0 	20070416 	200 pounds? That's a lot! The movie is very good, but not as good as some other Korean movies such as The Classic and Sassy Girl.
0264464	camcmahon	8.0 	20050331 	This was an entertaining and fun piece of film making from the ever-reliable Steven Spielberg. 
0945513	stephisthekingpin	8.0 	20110511 	Source Code is the 2nd feature film from English Director Duncan Jones (son of David Bowie).
0363771	arabianardour	10.0 	20051223 	The Lion the Witch and the Wardrobe should go down in the history books right up there with the likes of Lord of the Rings.
0980970	Gordon-11	10.0 	20101202 	This film is about the Pevensies and their cousin entering Narnia again, in order to help Prince Caspian gather all seven swords of the lords to fight against dark forces.
0107614	GrantCAGE	9.0 	20010818 	I saw this movie at the cinema in 1993 and thought it was fantastic! It has everything you could ever really want in a comedy.
0097523	kenjha	7.0 	20060509 	Absent-minded genius Moranis accidentally shrinks his kids to microscopic size and they end up in the yard.
0377092	l-70607	9.0 	20170826 	This film is fun. You laugh, you get angry and you enjoy the show (literally, there is one!) This film is sexy.
5700672	rishvikharveer	6.0 	20190921 	While everyone keeps talking about the cheerleader I like to point out that she may have legs and feminine hair of a cheerleader, but she is dressed in her school unform.
2315152	reallyevilboy	10.0 	20140828 	I still look at this movie, just the front cover, a year after I have seen it and I feel a little tear roll down my cheek.
2082180	paul_haakonsen	9.0 	20151231 	"Always" (aka "O-jik geu-dae-man") is the type of movie that you simply owe to yourself to watch, because it is a beautiful and touching movie, up alongside "Failan", "Oasis" and "Fly Me to Polaris".
0428870	dexelex	10.0 	20120603 	First of all, I would like to mention that I'm a 19 years old medium-tough boy and I last cried like this when I released our grown up domestic rabbits in the forest with my mum a decade ago.
1190080	pololmbob	7	20091115	It's the end of the world, not anybody's career
0948470	jeddjong	8	20120626	The untold story? Not quite, but a well-told story? Definitely.
2039393	damos	9	20150627	Very good, but requires connection with main character
5027774	senisonic	9	20180217	Anger, what it begets, and what to do about it
7784604	sportsmonkey1020	10	20190609	I never want to see this film again
5649144	ferguson-6	8	20171018	Greetings again from the darkness
5776858	statuskuo	8	20180117	Go See This With Caution
5580390	TheKing87	10	20180605	Many people misunderstood this movie! There is a twist in the story!
1396484	MovieGuy_abc123	9	20170831	Terrifyingly brilliant. You'll float too.
